Sl.No,Company Name,Website,Twitter_url,Facebook_url,Linkedin_url,Crunchbase_url,City,Country,CEO,CTO,EMAIL
477,Aunt Flow,goauntflow.com,twitter.com/goauntflow,facebook.com/pg/goauntflow,linkedin.com/company/10819691,crunchbase.com/organization/aunt-flow,Columbus,United States,Claire Coder,N/A,www.goauntflow.com/contact-us
478,Forestry.io,forestry.io,twitter.com/forestryio,NaN,linkedin.com/company/forestry.io,crunchbase.com/organization/forestry,Charlottetown,Canada,Bart Nabben,N/A,forestry.io/contact-us
479,KitchenMate,kitchenmate.com,twitter.com/kitchen_mate,facebook.com/mykitchenmate,linkedin.com/company/kitchenmate,crunchbase.com/organization/kitchenmate,Toronto,Canada,Nima Moayeri,N/A,www.kitchenmate.xyz/contact-us
480,Cubbit,cubbit.io,twitter.com/_cubbit,facebook.com/cubbit.io,linkedin.com/company/cubbit,crunchbase.com/organization/cubbit,Bologna,Italy,Chris Munn,N/A,cubbit.io/contact-us
481,Cachet,cachet.me,twitter.com/cachet_me,facebook.com/cachetme/,linkedin.com/company/cachetme,crunchbase.com/organization/cachet#section-overview,Tallinn,Estonia,Andrew Silverman,N/A,cachet.io/contact-us
482,Blue Fever,bluefever.com,twitter.com/bluefevr,facebook.com/pg/bluefevr,linkedin.com/company/blue-fever,crunchbase.com/organization/blue-fever,Marina Del Rey,United States,Matt Heiman,N/A,www.bluefever.com/contact-us
483,NimbleBox.ai,nimblebox.ai,twitter.com/NimbleBoxAI,NaN,linkedin.com/company/nimblebox-ai,crunchbase.com/organization/nimblebox-ai,Chennai,India,Michael Ioffe,N/A,nimblebox.ai/contact-us
484,Yaypay,yaypay.com,twitter.com/goyaypay,facebook.com/goyaypay,linkedin.com/company/yaypay-inc,crunchbase.com/organization/yaypay-inc,New York City,United States,Brian Martin,N/A,www.yaypay.com/contact-us
485,Cron Systems,cronsystems.com,twitter.com/cron_systems,facebook.com/cronsystems/,linkedin.com/company/10466972,crunchbase.com/organization/cron-systems,New Delhi,India,Robert Smith,N/A,www.cronsystems.com/contact-us
486,Natural Intelligence Systems,naturalsemi.com,twitter.com/n_i_systems,facebook.com/naturalsemi,linkedin.com/company/naturalsemi,crunchbase.com/organization/natural-intelligence-semiconductor,Boise,United States,Alex Ratner,N/A,www.naturalintelligencesystems.com/contact-u
487,App Samurai,appsamurai.com,twitter.com/AppSamurai,facebook.com/appsamuraiofficial/,linkedin.com/company/app-samurai,crunchbase.com/organization/app-samurai,San Francisco,United States,Ben Erwin,N/A,appsamurai.com/contact-us
488,Mimo GmbH,getmimo.com,twitter.com/getmimo,facebook.com/getmimo,linkedin.com/company/mimo-inc,crunchbase.com/organization/mimo-inc,Vienna,Austria,Johannes Koch,N/A,getmimo.com/contact-us
489,Poppy,poppyflowers.com,twitter.com/yrpoppyflowers,facebook.com/meetpoppy,linkedin.com/company/yourpoppyflowers,crunchbase.com/organization/poppy-3565,Washington,United States,David Evans,N/A,www.poppyhome.com/contact-us
490,H2Ok Innovations,h2okinnovations.com,NaN,NaN,linkedin.com/company/h2ok-innovations,crunchbase.com/organization/h2ok-innovations,Allston,United States,Annie Lu (Co-founder),David Lu (Co-founder & CTO),h2okinnovations.com/contact-us
491,SÄ“kr,thevanlifeapp.com,twitter.com/TheVanlifeApp,facebook.com/thevanlifeapp/,linkedin.com/company/sekr,crunchbase.com/organization/sÄ“kr,San Diego,United States,Daniel DeMoss,N/A,www.sekrtech.com/contact-us
492,Plentina,plentina.com,twitter.com/plentinaph,facebook.com/Plentina-104294704394234/,linkedin.com/company/plentina,crunchbase.com/organization/plentina,Belmont,United States,Florian Weigand,N/A,plentina.ai/contact-us
493,ADstruc,adstruc.com,twitter.com/ADstruc,facebook.com/pages/ADstruc/118674371492609,linkedin.com/company/adstruc,crunchbase.com/organization/adstruc,New York,United States,Daniel Smolyar,N/A,adstruc.com/contact-us
494,Acclinate,acclinategenetics.com,twitter.com/accgenetics,facebook.com/AcclinateGenetics,linkedin.com/company/acclinategenetics,crunchbase.com/organization/acclinate,Huntsville,United States,Dr. John Brownstein,N/A,www.acclinate.com/contact-us
495,tbh,tbhtime.com,twitter.com/thetbhapp,facebook.com/tbhtime/,linkedin.com/company/tbhapp,crunchbase.com/organization/tbh,Oakland,United States,James Beswick,N/A,www.tbhapp.co/contact-us
496,Mocavo,mocavo.com,twitter.com/mocavo,facebook.com/mocavo,linkedin.com/company/mocavo-com,crunchbase.com/organization/mocavo,Boulder,United States,Daniel Lenhardt,N/A,www.mocavo.com/contact-us
497,Harvest Platform,growmyharvest.com,twitter.com/PlatformHarvest,facebook.com/harvestbankfees/,linkedin.com/company/harvestinvestments,crunchbase.com/organization/harvest-platform,New York,United States,Chris DeVore,N/A,www.harvestplatform.io/contact-us
498,ADOPETS,adopets.com,twitter.com/adopetsus,facebook.com/adopetsus,linkedin.com/company/adopets,crunchbase.com/organization/adopets,South Porland,United States,Sarah Woodall,N/A,support@adopets.com
499,PlayQ,playq.com,twitter.com/PlayQ,facebook.com/playqinc,linkedin.com/company/3879848,crunchbase.com/organization/jsquaredmedia,Philadelphia,United States,Yutaka Arai,N/A,contact@playq.com
500,ENSO,enso.de,twitter.com/EnsoTech,facebook.com/ensotyres/,linkedin.com/company/enso-energie-sachsen-ost-ag,crunchbase.com/organization/enso-57ed,San Francisco,United States,Christopher Cox,N/A,info@ensogroup.com? or info@enso.co.in
501,edisn.ai,edisn.ai,twitter.com/edisn_ai,facebook.com/edisninc/,linkedin.com/company/edisn-ai,crunchbase.com/organization/edisn-ai,Chandler,United States,Elad Haggiag,N/A,contact@edisn.ai
502,PlayCanvas,playcanvas.com,twitter.com/playcanvas,facebook.com/playcanvas,linkedin.com/company/playcanvas,crunchbase.com/organization/playcanvas,London,United Kingdom,Will Eastcott,Chris Jones,support@playcanvas.com
503,LegalPad,legalpad.io,twitter.com/legalpadio,facebook.com/LegalpadIO/,linkedin.com/company/legalpad,crunchbase.com/organization/legalpad-778c,Seattle,United States,Andrew Arruda,N/A,info@focalpointprocurement.com
504,Focal Point Procurement Solutions,getfocalpoint.com,twitter.com/focalpointps,facebook.com/FocalPointFinancialPlanning,linkedin.com/company/focal-point-planning,crunchbase.com/organization/focal-point,Atlanta,United States,John Hogan,N/A,info@focalpointprocurement.com
505,Modal Living,livemodal.com,NaN,facebook.com/ModalLiving/,linkedin.com/company/livemodal,crunchbase.com/organization/modal-living,Salt Lake City,United States,Andrew Hohm,N/A,info@livemodal.com
506,Unreal Estate,unrealestate.com,twitter.com/TeamAbode,facebook.com/AbodeSpace/,linkedin.com/company/abode-technologies,crunchbase.com/organization/abode-3,Chicago,United States,Ariel Koppel,N/A,info@unrealestate.com
507,HAAS Alert,haasalert.com,twitter.com/haasalert,facebook.com/haasalert/,linkedin.com/company/haasalert,crunchbase.com/organization/cory-hohs,Chicago,United States,Mike Wuerthele,N/A,info@haasalert.com
508,FutureFit AI,futurefit.ai,twitter.com/FutureFitAI,NaN,linkedin.com/company/futurefit-ai,crunchbase.com/organization/futurefit-ai,Toronto,Canada,Lisa Fogel,N/A,hello@futurefit.ai
509,Beam,beam.pro,twitter.com/Beam,facebook.com/wearebeam,linkedin.com/company/6139255,crunchbase.com/organization/beam-a218,Bellevue,United States,Alex Zhang,N/A,support@beam.dental
510,MITO Material Solutions,mitomaterials.com,twitter.com/MITO_Materials,facebook.com/MITOMaterialSolutions/,linkedin.com/company/mitomaterials,crunchbase.com/organization/mito-material-solutions,Stillwater,United States,David Budde,N/A,contact@mitomaterials.com
511,Rescripted,bestshotcare.com,twitter.com/BestShotCare,facebook.com/fertility.rescripted/,linkedin.com/company/rescripted,crunchbase.com/organization/best-shot,Denver,United States,Ben Brown,N/A,info@rescripted.com
512,Rise Robotics,riserobotics.com,twitter.com/RiseRobotics,facebook.com/riseroboticsinc/,linkedin.com/in/arronacosta,crunchbase.com/organization/urban-hero-sports,Boston,United States,Brian Acton,N/A,info@riserobotics.com
513,FitBark,fitbark.com,twitter.com/fitbark,facebook.com/fitbark,linkedin.com/company/fitbark,crunchbase.com/organization/fitbark,Forest Hills,United States,Mark Donohue,N/A,contact@fitbark.com
514,Sheets & Giggles,sheetsgiggles.com,twitter.com/SheetsGiggles,facebook.com/SheetsGiggles/,linkedin.com/company/sheetsgiggles,crunchbase.com/organization/sheets-giggles#section-overview,Denver,United States,Melissa Meade,N/A,hello@sheetsgiggles.com
515,Boson Motors,bosonmotors.com,twitter.com/aforaruntej,NaN,linkedin.com/company/boson-motors,crunchbase.com/organization/boson-motors,Milpitas,United States,Christian Bock,N/A,info@bosonmotors.com
516,Shopventory,shopventory.com,twitter.com/Shopventory,facebook.com/shopventory,linkedin.com/company/shopventory,crunchbase.com/organization/shopventory,San Diego,United States,Victor Cheng,N/A,info@shopventory.com
517,Imperson,imperson.com,twitter.com/imperson,facebook.com/impersonme,linkedin.com/company/imperson,crunchbase.com/organization/imperson,Culver City,United States,Kevin O'Leary,N/A,info@imperson.com
518,Ten Spot,tenspot.com,twitter.com/tenspot,facebook.com/fitspotapp,linkedin.com/company/tenspot,crunchbase.com/organization/fitspot#section-overview,West Hollywood,United States,Amyris Baker,N/A,hello@tenspot.com
519,StoryFit,storyfit.com,twitter.com/storyfit,facebook.com/storyfit/,linkedin.com/company/storyfit,crunchbase.com/organization/storyfit,Austin,United States,Melissa Stetten,N/A,contact@storyfit.com
520,DocStation,docstation.co,twitter.com/docstationapp,facebook.com/docstationapp/,linkedin.com/company/docstation,crunchbase.com/organization/docstation,Austin,United States,Michael Lawder,N/A,info@docstation.co
521,Urban SDK,urbansdk.com,twitter.com/urbansdk,NaN,linkedin.com/company/urbansdk,crunchbase.com/organization/urban-sdk,Atlantic Beach,United States,Chris Sellers,N/A,hello@urbansdk.com
522,EcoMap Technologies,ecomap.tech,twitter.com/ecomaptech,facebook.com/ecomaptech,linkedin.com/company/ecomaptechnologies,crunchbase.com/organization/ecomap-technologies,Wilmington,United States,Daniel Henderson,N/A,info@ecomap.tech
523,Meal Ticket,getmealticket.com,twitter.com/mealtickets,facebook.com/mealtickets,linkedin.com/company/meal-ticket,crunchbase.com/organization/meal-ticket,Boise,United States,Scott Grimes,N/A,hello@mealticket.com
524,Sprout Wellness Solutions,sproutatwork.com,twitter.com/SproutAtWork,facebook.com/Sproutatwork,linkedin.com/company/sprout-wellness-solutions-inc,crunchbase.com/organization/sprout-4#section-overview,Toronto,Canada,Britt Martin,N/A,info@sproutwellnesssolutions.com
525,Abe AI,abe.ai,twitter.com/abethebot,facebook.com/abethebot/,linkedin.com/company/abe.ai,crunchbase.com/organization/abe-ai,Orlando,United States,Dr. Nima Bani Assad,N/A,contact@abe.ai
526,HackMD,hackmd.io,twitter.com/hackmdio,facebook.com/hackmdio,linkedin.com/company/hackmd,crunchbase.com/organization/hackmd,Taipei,Taiwan,James Yu,N/A,hello@hackmd.io
527,Prewitt Ridge,prewittridge.com,twitter.com/prewittridge,NaN,linkedin.com/company/prewitt-ridge,crunchbase.com/organization/prewitt-ridge,Los Angeles,United States,Tom Prewitt,N/A,info@prewittridge.com
528,RedWing Aerospace Laboratories,redwinglabs.in,NaN,NaN,linkedin.com/company/redwinglabs,crunchbase.com/organization/redwing-aerospace-laboratories,Bangalore,India,John Langford,N/A,info@redwingaerospace.com
529,Pass It Down,passitdown.com,twitter.com/passitdown,facebook.com/passitdownapp,linkedin.com/company/pass-it-down,crunchbase.com/organization/pass-it-down,Chattanooga,United States,Matt Hoffman,N/A,contact@passitdown.com
530,Matcherino,matcherino.com,twitter.com/matcherino_,facebook.com/matcherino,linkedin.com/company/matcherino-com,crunchbase.com/organization/matcherino,La Jolla,United States,Joshua Ellman,N/A,info@matcherino.com
531,OfColor,ofcolor.com,twitter.com/weareofcolor,NaN,linkedin.com/company/ofcolor,crunchbase.com/organization/ofcolor,Maplewood,United States,Tiffany Zhong,N/A,hello@ofcolor.io
532,LocateAI,locate.ai,twitter.com/LocateAI,NaN,linkedin.com/company/locateai,crunchbase.com/organization/locateai#section-overview,San Francisco,United States,Chris Hample,N/A,info@locateai.com
533,Liquid,goliquid.io,twitter.com/teamgoliquid,facebook.com/teamgoliquid,linkedin.com/company/liquidglobal,crunchbase.com/organization/poweredbyliquid,Los Angeles,United States,Kyle Sherman,N/A,hello@liquid.com
534,Anthill,anthillai.com,twitter.com/anthillai,facebook.com/anthillai,linkedin.com/company/anthill-ai,crunchbase.com/organization/anthill-ai,Chicago,United States,Magin Bertheau,N/A,info@anthill.com
535,Neu,neucleans.com,twitter.com/use_neu,facebook.com/neucleans/,linkedin.com/company/neucleans,crunchbase.com/organization/neu,Seattle,United States,Michael Buckley,N/A,hello@neu.com
536,Ambassador,getambassador.com,twitter.com/Ambassador,facebook.com/getambassador,linkedin.com/company/getambassador,crunchbase.com/organization/ambassador,Royal Oak,United States,Steph Solis,N/A,info@ambassador.com
537,Retrocausal,retrocausal.ai,twitter.com/RetrocausalAI,NaN,linkedin.com/company/retrocausal-ai,crunchbase.com/organization/retrocausal,Redmond,United States,David Haffenreffer,N/A,info@retrocausal.com
538,Covatic,covatic.com,twitter.com/covaticLtd,NaN,linkedin.com/company/11032237,crunchbase.com/organization/covatic,London,United Kingdom,Alex Smith,N/A,hello@covatic.com
539,TalentQL,talentql.com,twitter.com/talentql,facebook.com/Talentql/,linkedin.com/company/talentql,crunchbase.com/organization/talentql,Texas,United States,Michael Brennan,N/A,info@talentql.com
540,Replica Studios,replicastudios.com,twitter.com/replica_ai,NaN,linkedin.com/company/replica-ai,crunchbase.com/organization/replica-studios,Brisbane,Australia,James Hughes,N/A,info@replicastudios.com
541,Splitty,splittytravel.com,twitter.com/splittytravel,facebook.com/splittytravel,linkedin.com/company/10340686,crunchbase.com/organization/splitty-travel-ltd,Rishon LeZion,Israel,Peter Renton,N/A,contact@splitty.com
542,Heex Technologies,heex.io,twitter.com/heex_io,facebook.com/heex.io/,linkedin.com/company/heex-technologies,crunchbase.com/organization/heex-technologies,Paris,France,Amit Dudani,N/A,info@heextechnologies.com
543,Paerpay,paerpay.com,twitter.com/paerpay,facebook.com/paerpayapp,linkedin.com/company/paerpay-inc,crunchbase.com/organization/paerpay,Shrewsbury,United States,Ryan Taylor,N/A,hello@paerpay.com
544,Fantasmo,fantasmo.io,twitter.com/fantasmoio,facebook.com/fantasmostudios,linkedin.com/company/9256243,crunchbase.com/organization/fantasmo-studios,Los Angeles,United States,Ben Davis,N/A,info@fantasmo.io
545,Nixtla,nixtla.io,twitter.com/nixtlainc,NaN,linkedin.com/company/nixtlainc,crunchbase.com/organization/nixtla,Mexico City,Mexico,Karla Martinez,N/a,hello@nixtla.com
546,Trevor.io,trevor.io,twitter.com/trevormydata,facebook.com/trevormydata,linkedin.com/company/trevor-io,crunchbase.com/organization/trevor,Berlin,Germany,Trevor Kaufman,N/A,info@trevor.io
547,VidGrid,vidgrid.com,twitter.com/VidGridInc,facebook.com/vidgrid,linkedin.com/company/vidgrid,crunchbase.com/organization/vidgrid,West Saint Paul,United States,Richard Lowenthal,N/A,hello@vidgrid.com
548,Zego,zego.io,twitter.com/livezego,facebook.com/livezego,linkedin.com/company/gozego,crunchbase.com/organization/casaiq,Kansas City,United States,Ankit Agarwal,N/A,info@zego.com
549,Howler,howler.co.za,twitter.com/howlerapp,facebook.com/howlerapp,linkedin.com/company/howler-pack,crunchbase.com/organization/howler-3#section-overview,Johannesburg,South Africa,Aaron Taylor,N/A,hello@howler.com
550,FlyteDesk,flytedesk.com,twitter.com/flytedesk,facebook.com/flytedesk,linkedin.com/company/flytedesk,crunchbase.com/organization/compsol#section-overview,Boulder,United States,David Wadhwani,N/A,info@flytedesk.com
551,Forecastr,forecastr.co,twitter.com/forecastr,facebook.com/ForecastrHQ,linkedin.com/company/forecastr,crunchbase.com/organization/forecastr,Louisville,United States,John Chambers,N/A,info@forecastr.co1
552,Compliable,compliable.com,twitter.com/rebric_io,facebook.com/compliable,linkedin.com/company/compliable,crunchbase.com/organization/crunchbase_Rebric,Denver,United States,Matt Glynn,N/A,support@compliable.com2
553,Knit,purpics.com,twitter.com/knitofficial_,facebook.com/GoKnitOfficial/,linkedin.com/company/goknit,crunchbase.com/organization/purpics#section-overview,Suffolk,United States,James Barton,N/A,contact@knit.ac.in3
554,Rares,rares.io,twitter.com/raresapp,NaN,linkedin.com/company/rares-app,crunchbase.com/organization/rares-io,Las Vegas,United States,Matthew Turner,N/A,support@rares.com4
555,HData,hdata.us,twitter.com/HDataUS,NaN,linkedin.com/company/hdata,crunchbase.com/organization/hdata,Joliet,United States,Tom Mitchell,N/A,info@hdatasystems.com5
556,Leo Health,leohealth.com,twitter.com/leoforkids,facebook.com/leohealthinc,linkedin.com/company/leo-health,crunchbase.com/organization/leo-health,New York,United States,Andrew Heitner,N/A,support@leohealth.com6
557,IndieFlow,indieflow.me,NaN,facebook.com/weareindieflow/,linkedin.com/company/indieflow,crunchbase.com/organization/indieflow,Santa Monica,United States,Tyler Anderson,N/A,contact@indieflow.org7
