Sl.No,Company Name,Website,Twitter_url,Linkedin_url,Crunchbase_url,City,EMAIL
818,Game Theory,gametheory.in,NaN,linkedin.com/company/game-theory-sports,crunchbase.com/organization/game-theory-3df5,Bengaluru,info@gametheory.com
819,Homeppl,homeppl.com,twitter.com/HomepplLtd,linkedin.com/company/homeppl,crunchbase.com/organization/homeppl,London,hello@homeppl.com
820,Orbiseed,orbiseed.com,twitter.com/OrbiseedNA,linkedin.com/company/orbiseedna,crunchbase.com/organization/orbiseed,Toronto,info@orbiseed.com
821,Eversend SAS,eversend.co,twitter.com/eversendapp,linkedin.com/company/eversend,crunchbase.com/organization/eversend,Paris,support@eversend.co
822,Lauretta.io,lauretta.io,twitter.com/galvin_lauretta,linkedin.com/company/lauretta-io,crunchbase.com/organization/lauretta-io,Singapore,hello@lauretta.io
823,WorkTorch,getquickhire.com,twitter.com/getquickhire,linkedin.com/company/getquickhire,crunchbase.com/organization/quickhire,Wichita,hello@worktorch.com
824,Hollo,hollo.io,twitter.com/Hollo_io,linkedin.com/company/hollo-io,crunchbase.com/organization/hollo,Paris,support@hollo.app
825,Kanda,kanda.dk,NaN,linkedin.com/company/kanda,crunchbase.com/organization/kanda,Aarhus,hello@kanda.io
826,Hellotickets,hellotickets.com,twitter.com/hello_tickets,linkedin.com/company/18257545,crunchbase.com/organization/hellotickets-limited#section-overview,Madrid,support@hellotickets.com
827,Lovys,lovys.com,twitter.com/LovysInsurance,linkedin.com/company/10120202,crunchbase.com/organization/lovys,Paris,hello@lovys.com
828,Rely.io,rely.io,twitter.com/detechAI,linkedin.com/company/detech-ai,crunchbase.com/organization/detech-ai,Lisbon,support@rely.io
829,Beam Health,beam.health,twitter.com/BeamHealth,linkedin.com/company/beam-health-group,crunchbase.com/organization/beam-health,Holmdel,support@beam.dental
830,AddStructure,addstructure.com,twitter.com/addstructure,linkedin.com/company/addstructure,crunchbase.com/organization/addstructure,Chicago,info@addstructure.com
831,Doorr,doorr.com,twitter.com/getdoorr,linkedin.com/company/moregidge,crunchbase.com/organization/moregidge,Nobleton,support@doorr.com
832,2E1B LAB,aircassie.com,NaN,linkedin.com/in/2e1blab,crunchbase.com/organization/cassie-5ea0,Virginia Beach,info@2e1blab.com
833,Transmute,transmute.industries,twitter.com/TransmuteNews,linkedin.com/company/11186222,crunchbase.com/organization/transmute-industries,Austin,founders@transmute.industries
834,The Crafter's Box,thecraftersbox.com,twitter.com/thecraftersbox,linkedin.com/company/thecraftersbox,crunchbase.com/organization/the-crafter-s-box,San Diego,hello@thecraftersbox.com
835,VitalFlo,vitalflohealth.com,twitter.com/vitalflohealth,linkedin.com/company/vitalflohealth,crunchbase.com/organization/vitalflo,Raleigh,hello@vitalflohealth.com
836,Renewal Mill,renewalmill.com,twitter.com/renewalmill,linkedin.com/company/renewal-mill,crunchbase.com/organization/renewal-mill,Oakland,founders@renewalmill.com
837,Pretred,pretred.com,NaN,linkedin.com/company/pretred,crunchbase.com/organization/pretred,Lakewood,contact@pretred.com
838,Uhura Solutions,uhurasolutions.com,twitter.com/UhuraSolutions,linkedin.com/company/uhurasolutions,crunchbase.com/organization/uhura-solutions,London,info@uhurasolutions.com
839,Koala,hikoala.co,twitter.com/koala_insurance,linkedin.com/company/koalainsurance,crunchbase.com/organization/leo-341b,Paris,support@bookingkoala.com
840,Slope Software,slopesoftware.com,twitter.com/SlopeSoftware,linkedin.com/company/slopesoftware,crunchbase.com/organization/slope-software,Gastonia,info@slopesoftware.com
841,FlexPoint,getflexpoint.com,NaN,linkedin.com/company/getflexpoint,crunchbase.com/organization/lendarr,Minnetonka,sales@flexpoint.com
842,eevo,eevo.com,twitter.com/eevoVR,linkedin.com/company/5351353,crunchbase.com/organization/eevo,Brooklyn,hello@eevo.com
843,Riders Share,riders-share.com,twitter.com/RidersShare,linkedin.com/company/ridersshare,crunchbase.com/organization/ridersshare,Los Angeles,support@riders-share.com
844,Dapple Security,dapplesecurity.com,NaN,linkedin.com/company/dapple-security,crunchbase.com/organization/dapple-security,Centennial,info@dapplesecurity.com
845,Circa Labs,wearecirca.com,twitter.com/circa,linkedin.com/company/wearecirca,crunchbase.com/organization/circa-7a83,Bridgeport,hello@circa-labs.com
846,Todooly,todooly.com,twitter.com/todoolie,linkedin.com/company/todoolie,crunchbase.com/organization/todoolie,Detroit,support@todooly.com
847,Robbie AI,robbie.ai,twitter.com/robbie_ai,linkedin.com/company/11076214,crunchbase.com/organization/robbie-ai,Boston,info@robbie.ai
848,Drugviu,drugviu.com,twitter.com/drugviu,linkedin.com/company/drugviu,crunchbase.com/organization/drugviu,Chicago,hello@drugviu.com
849,Heartbeat,heartbeat.com,twitter.com/getheartbeatapp,linkedin.com/company/heartbeat,crunchbase.com/organization/heartbeat-3,Santa Monica,support@heartbeat.com
850,Brizi,brizicam.com,twitter.com/brizi,linkedin.com/company/brizi,crunchbase.com/organization/brizi,Toronto,hello@brizi.com
851,Fabrica,fabrica.land,twitter.com/fabricaland,linkedin.com/company/fabrica-fine-carpets-and-rugs,crunchbase.com/organization/fabrica-1999,San Francisco,info@fabrica.com
852,Codiga,codiga.io,twitter.com/code_inspector,linkedin.com/company/code-inspector,crunchbase.com/organization/code-inspector,Denver,contact@codiga.com
853,Spiral,spiralup.co,twitter.com/usespiral,linkedin.com/company/spiral-web-solutions-nz-,crunchbase.com/organization/spiral-technologies,Seattle,hello@spiral.com
854,Clicktivated,clicktivated.com,twitter.com/Clicktivated,linkedin.com/company/clicktivated-video,crunchbase.com/organization/clicktivated,Birmingham,info@clicktivated.com
855,Kodex AI,kodex-ai.com,NaN,linkedin.com/company/kodexai,crunchbase.com/organization/kodex-ai,Berlin,hello@kodex.ai
856,Ellipsis Drive,ellipsis-drive.com,twitter.com/EllipsisDrive,linkedin.com/company/ellipsis-drive,crunchbase.com/organization/ellipsis-drive,Ede,info@ellipsisdrive.com
857,TicTacTrip,tictactrip.eu,twitter.com/TicTacTrip,linkedin.com/company/10541704,crunchbase.com/organization/tictactrip#section-overview,Paris,contact@tictactrip.com
858,Wisear,wisear.io,twitter.com/wiseario,linkedin.com/company/wisear,crunchbase.com/organization/wisear,Paris,hello@wisear.com
859,Eneryield,eneryield.com,NaN,linkedin.com/company/eneryieldofficial,crunchbase.com/organization/eneryield,Gothenburg,info@eneryield.com
860,AQUAOSO Technologies,aquaoso.com,twitter.com/aquaosotech,linkedin.com/company/aquaoso,crunchbase.com/organization/aquaoso,Folsom,hello@aquaoso.com
861,Dynepic,dynepic.com,twitter.com/dynepic,linkedin.com/company/dynepic-inc-,crunchbase.com/organization/dynepic,Folly Beach,info@dynepic.com
862,Sunairio,sunairio.com,twitter.com/sunairio,linkedin.com/company/sunairio,crunchbase.com/organization/sunairio,BALTIMORE,info@sunairio.com
863,Entertainment Intelligence,ent-intell.com,twitter.com/ent_intell,linkedin.com/company/entertainment-intelligence-ltd,crunchbase.com/organization/entertainment-intelligence,Hertfordshire,info@entertainment-intelligence.com
864,DeepHow,deephow.com,NaN,linkedin.com/company/deephow,crunchbase.com/organization/deephow,New York,support@deephow.com
865,Afloat,afloat.life,twitter.com/afloatlife,linkedin.com/company/afloatlife,crunchbase.com/organization/afloat,Kansas City,service@hallflotation.com
866,Fave,faveforfans.com,twitter.com/faveforfans,linkedin.com/company/faveforfans,crunchbase.com/organization/fave-07c1,Dietikon,hello@myfave.com
867,Assemblr,assemblrworld.com,twitter.com/assemblrworld,linkedin.com/company/assemblr-app,crunchbase.com/organization/assemblr-app,Bandung,hasbi@assemblrworld.com
868,HotDrop,hotdropapp.com,twitter.com/officialhotdrop,linkedin.com/company/hotdropapp,crunchbase.com/organization/hotdrop-8296,Needham,info@hotdropapp.com
869,Vitae Industries,vitaeindustries.com,NaN,linkedin.com/company/vitae-industries-inc,crunchbase.com/organization/vitae-industries,Providence,info@vitaeindustries.com
870,Riverse,riverse.io,NaN,linkedin.com/company/riverse,crunchbase.com/organization/riverse,Fresnes,info@riverse.com
871,Saara,saara.io,twitter.com/Saara_inc,linkedin.com/company/saara-inc,crunchbase.com/organization/saara,Bengaluru,hello@saara.io
872,Benny,rootedlending.com,twitter.com/rootedlending,linkedin.com/company/bennyfinancial,crunchbase.com/organization/rooted-lending,Madison,support@bennyapp.com
873,Respeecher,respeecher.com,twitter.com/respeecher,linkedin.com/company/respeecher,crunchbase.com/organization/respeecher,Kyiv,info@respeecher.com
874,PenPal Schools,penpalschools.com,twitter.com/penpalschools,linkedin.com/company/penpal-schools,crunchbase.com/organization/penpal-schools,Austin,support@penpalschools.com
875,sees.ai,sees.ai,twitter.com/sees_ai,linkedin.com/company/sees-ai,crunchbase.com/organization/sees-ai,London,info@sees.ai
876,PeakMetrics,peakmetrics.com,twitter.com/peakmetricsapp,linkedin.com/company/peakmetricsapp,crunchbase.com/organization/civicfeed#section-overview,Los Angeles,hello@peakmetrics.com
877,The GIST,thegistnews.ca,twitter.com/thegistca,linkedin.com/company/thegistnews-ca,crunchbase.com/organization/the-gist-fa5b,Toronto,hi@thegistnews.ca
878,PanOpen,panopen.com,twitter.com/panopen,linkedin.com/company/panopen,crunchbase.com/organization/panopen,New York,info@panopen.com
879,HILOS,hilos.co,NaN,linkedin.com/company/hilos-inc,crunchbase.com/organization/hilos,Portland,hello@hilos.co
880,WriterDuet,writerduet.com,twitter.com/writerduet,linkedin.com/company/writerduet,crunchbase.com/organization/writerduet,Wilmington,support@writerduet.com
881,Zohr,zohr.com,twitter.com/getzohr,linkedin.com/company/7323436,crunchbase.com/organization/zohr-mobile-tire-service,Kansas City,support@zohr.com
882,PM2,pm2.io,twitter.com/keymetrics_io,linkedin.com/company/keymetrics,crunchbase.com/organization/keymetrics,New York,contact@pm2.io
883,Tribe XR,tribexr.com,twitter.com/tribexr,linkedin.com/company/tribexr,crunchbase.com/organization/tribe-vr,San Francisco,hello@tribexr.com
884,Notion,getnotion.com,twitter.com/notion,linkedin.com/company/getnotion,crunchbase.com/organization/notion-2,Denver,team@makenotion.com
885,Notedsource,notedsource.io,NaN,linkedin.com/company/notedsource,crunchbase.com/organization/notedsource,New York,info@notedsource.com
886,Smiletronix,smiletronix.com,twitter.com/smiletronix,linkedin.com/company/smiletronix,crunchbase.com/organization/smiletronix,Barcelona,info@smiletronix.com
887,Freshline,freshline.io,twitter.com/coastlinemarket,linkedin.com/company/freshlineapp,crunchbase.com/organization/coastline,Toronto,hello@freshline.io
888,Upward Financial,upwardli.com,twitter.com/upwardli,linkedin.com/company/upwardli,crunchbase.com/organization/upwardli,Seattle,support@upward.credit
889,OnStation,onstationapp.com,twitter.com/onstationapp,linkedin.com/company/projitech-llc,crunchbase.com/organization/onstation,Cleveland,info@onstationapp.com
890,Hive Power,hivepower.tech,twitter.com/hive_power,linkedin.com/company/hive-power,crunchbase.com/organization/hive-power,Manno,info@hivepower.tech
891,TrueAbility,trueability.com,twitter.com/trueability,linkedin.com/company/trueability,crunchbase.com/organization/trueability,San Antonio,info@trueability.com
892,Wattmore,wattmore.com,twitter.com/nikola_power,linkedin.com/company/16262747,crunchbase.com/organization/nikola-power,Denver,info@wattmore.com
893,ckbk,ckbk.com,twitter.com/ckbk,linkedin.com/company/ckbk,crunchbase.com/organization/ckbk,London,support@ckbk.com
894,Liquid Diamonds,liquid.diamonds,NaN,linkedin.com/company/liquid-diamonds,crunchbase.com/organization/liquid-diamonds,New York,info@liquiddiamonds.com
895,Inclusivv,inclusivv.co,twitter.com/civicdinners,linkedin.com/company/inclusivv,crunchbase.com/organization/crunchbase_Civic Dinners,Atlanta,hello@inclusivv.com
896,Gelatex,gela-tex.com,twitter.com/gela_tex,linkedin.com/company/gelatex,crunchbase.com/organization/gelatex,Tallinn,info@gelatex.com
897,filtered.ai,filtered.ai,twitter.com/Filtered_AI,linkedin.com/company/filtered-ai,crunchbase.com/organization/filtered-2,Boston,hello@filtered.ai
898,Sailo,sailo.com,twitter.com/SailoBoats,linkedin.com/company/5241229,crunchbase.com/organization/sailo,New York,support@sailo.com
899,Cargofive,cargofive.com,twitter.com/cargofive,linkedin.com/company/cargofive,crunchbase.com/organization/cargofive,Lisbon,info@cargofive.com
900,Ampd,ampd.io,twitter.com/ampd_ads,linkedin.com/company/ampd-ads,crunchbase.com/organization/ampd,Seattle,contact@ampd.energy1
901,Visual Feeder,visualfeeder.com,twitter.com/visualfeeder,linkedin.com/company/visual-feeder,crunchbase.com/organization/visual-feeder,Chicago,hello@visualfeeder.com3
902,myTamarin,mytamarin.com,twitter.com/mytamarinchats,linkedin.com/company/mytamarin,crunchbase.com/organization/mytamarin,London,hello@mytamarin.com5
903,Getro,getro.com,twitter.com/monday_vc,linkedin.com/company/getro-com,crunchbase.com/organization/monday-2,Boulder,info@getro.com7
904,TruSpin Nanomaterial Innovation,tru-spin.com,NaN,linkedin.com/company/truspin-nanomaterial-innovation,crunchbase.com/organization/truspin-nanomaterial-innovation-inc,Birmingham,info@truspin.com9
905,Riverr,riverr.ai,NaN,linkedin.com/company/riverr-ai,crunchbase.com/organization/riverr-pte-ltd,Singapore,hello@riverr.ai11
906,EIO Diagnostics,eiodiagnostics.com,twitter.com/EIODiagnostics,linkedin.com/company/18253436,crunchbase.com/organization/eio-diagnostics,Austin,info@eiodiagnostics.com13
907,BrainSpec,brainspecmed.com,twitter.com/Brain_Spec,linkedin.com/company/brainspec,crunchbase.com/organization/brainspec,Boston,info@brainspecmed.com15
908,Sequr,sequr.io,twitter.com/sequrapp,linkedin.com/company/getgenea,crunchbase.com/organization/sequr,Atlanta,support@getgenea.com17
909,doDOC,dodoc.com,twitter.com/doD0C,linkedin.com/company/dodoc,crunchbase.com/organization/dodoc,Boston,info@dodoc.com19
910,Beyonic,beyonic.com,twitter.com/beyonictech,linkedin.com/company/beyonic-technologies,crunchbase.com/organization/beyonic,Kampala,info@beyonic.com21
911,Crowdly,crowdly.com,twitter.com/crowdly,linkedin.com/company/crowdly,crunchbase.com/organization/crowdly,Boston,info@crowdly.com23
912,PsycApps,psycapps.com,twitter.com/equoogame,linkedin.com/company/psycapps,crunchbase.com/organization/psycapps,London,info@psycapps.com25
913,WalkWise,walkwise.com,twitter.com/walkwisefamily,linkedin.com/company/walkwise,crunchbase.com/organization/walkwise,FARGO,info@walkwise.com27
914,andMe,andmeapp.com,twitter.com/andmeapp,linkedin.com/company/andmeapp,crunchbase.com/organization/pandme,London,info@andme.in29
915,Halion,halion.ca,twitter.com/haliondisplays,linkedin.com/company/halion-displays,crunchbase.com/organization/halion-displays,Kitchener,info@halion.com31
916,GameOn,gameon.app,twitter.com/gameonfanapp,linkedin.com/company/gameonfanapp,crunchbase.com/organization/gameon,Brooklyn,info@gameonapp.com33
917,Popp,joinpopp.com,NaN,linkedin.com/company/join-popp,crunchbase.com/organization/popp-3fdf,London,hello@popp.com35
918,Banjo Robinson,banjorobinson.com,twitter.com/banjo_robinson_,linkedin.com/company/banjorobinson,crunchbase.com/organization/banjo-robinson,London,hello@banjorobinson.com
919,Spocket,spocket.co,twitter.com/spocketofficial,linkedin.com/company/10784337,crunchbase.com/organization/spocket,Vancouver,support@spocket.co
920,Revealix,revealix.com,twitter.com/Revealix,linkedin.com/company/revealix-inc-,crunchbase.com/organization/revealix,Austin,info@revealix.com
921,COMMUNITYx,communityx.com,twitter.com/communityxtech,linkedin.com/company/communityx,crunchbase.com/organization/communityx-inc,Los Angeles,hello@communityx.tech
922,SympliFi,symplifi.co.uk,twitter.com/Symplifing,linkedin.com/company/symplifi,crunchbase.com/organization/symplifi,London,hello@symplifi.co.uk
923,Albert Health,albert.health,twitter.com/albert_health,linkedin.com/company/albert-health,crunchbase.com/organization/albert-health,Istanbul,hello@albert.health
924,Finch,choosefinch.com,twitter.com/choosefinch,linkedin.com/company/choosefinch,crunchbase.com/organization/finch-insights,New York City,hello@finchmoney.com
925,CAALA,caala.de,twitter.com/caala_s,linkedin.com/company/caala,crunchbase.com/organization/caala,Munich,info@caala.de
926,ModernGuild,modernguild.com,twitter.com/modernguild,linkedin.com/in/brad-aston-4256a714,crunchbase.com/organization/modern-guild,New York,hello@modernguild.com
927,VideoPeel,videopeel.com,twitter.com/vidpeel,linkedin.com/company/videopeel,crunchbase.com/organization/videopeel,Lehi,hello@videopeel.com
928,KptnCook,kptncook.com,twitter.com/kptncookapp,linkedin.com/company/3511548,crunchbase.com/organization/umoli#/entity,Berlin,hello@kptncook.com
929,Crave Retail,craveretail.com,twitter.com/CraveRetail,linkedin.com/company/crave-retail,crunchbase.com/organization/crave-retail,Austin,hello@craveretail.com
930,Pitstop,pitstopconnect.com,twitter.com/Pitstopconnect,linkedin.com/company/pitstopconnect,crunchbase.com/organization/pitstop,Toronto,hello@pitstopconnect.com
931,Vivoo,vivoo.io,twitter.com/VivooApp,linkedin.com/company/vivooapp,crunchbase.com/organization/vivooapp,Palo Alto,support@vivoo.io1
